,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,OP_UNIQUE_CARRIER,TAIL_NUM,DEST,DEP_DELAY,CRS_ELAPSED_TIME,DISTANCE,CRS_DEP_M,DEP_TIME_M,CRS_ARR_M,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Condition,sch_dep,sch_arr,TAXI_OUT
25070,1,20,1,DL,N722TW,SFO,0,410,2586,1025,1025,1255,29,-1,28,NW,15,0,30.33,Fair,31,29,31
25084,1,20,1,AA,N115NN,SFO,7,415,2586,1080,1087,1315,29,-1,28,NNW,14,0,30.35,Fair,39,36,19
25110,1,20,1,DL,N723TW,SFO,1,424,2586,1165,1166,1409,28,0 ,30,NNW,16,0,30.36,Fair,40,34,14
25155,1,20,1,B6,N989JT,SFO,-4,402,2586,1309,1305,91,26,-1,31,NNW,17,0,30.37,Fair,28,29,16
25161,1,20,1,B6,N977JE,SFO,102,410,2586,1229,1331,19,24,0 ,35,N,13,0,30.38,Fair,22,30,19
25191,1,21,2,AA,N101NN,SFO,-7,412,2586,420,413,652,22,12,66,NNE,5,0,30.46,Fair,18,18,18
25196,1,21,2,DL,N721TW,SFO,-3,406,2586,420,417,646,22,12,66,NNE,5,0,30.46,Fair,18,18,28
25204,1,21,2,AS,N924VA,SFO,-5,411,2586,445,440,676,22,12,66,NNE,5,0,30.46,Fair,39,36,25
25245,1,21,2,DL,N707TW,SFO,2,414,2586,509,511,743,25,13,60,N,7,0,30.46,Fair,41,16,15
25254,1,21,2,B6,N985JT,SFO,4,414,2586,540,544,774,26,11,53,NNW,8,0,30.47,Fair,35,16,13
25264,1,21,2,DL,N722TW,SFO,-1,411,2586,580,579,811,26,11,53,NNW,8,0,30.47,Fair,35,16,15
25269,1,21,2,B6,N978JB,SFO,-8,411,2586,599,591,830,28,11,49,NW,8,0,30.47,Fair,35,16,17
25274,1,21,2,AA,N111ZM,SFO,-9,408,2586,629,620,857,28,11,49,NW,8,0,30.47,Fair,20,21,17
25292,1,21,2,AS,N215AK,SFO,-5,410,2586,690,685,920,30,12,47,NNW,8,0,30.44,Fair,27,17,30
25311,1,21,2,B6,N944JT,SFO,7,409,2586,740,747,969,32,12,44,NNW,9,0,30.41,Fair,18,30,21
25324,1,21,2,DL,N709TW,SFO,112,408,2586,690,802,918,33,9 ,37,NW,10,0,30.4,Partly Cloudy,32,35,16
25392,1,21,2,AS,N459AS,SFO,-2,419,2586,1000,998,1239,31,8 ,38,N,8,0,30.42,Mostly Cloudy,29,29,21
25418,1,21,2,DL,N723TW,SFO,148,415,2586,955,1103,1190,31,8 ,38,NW,12,0,30.45,Mostly Cloudy,35,33,16
25423,1,21,2,AA,N112AN,SFO,141,411,2586,975,1116,1206,31,8 ,38,NW,12,0,30.45,Mostly Cloudy,35,33,21
25424,1,21,2,DL,N711ZX,SFO,95,410,2586,1025,1120,1255,31,8 ,38,NW,12,0,30.45,Mostly Cloudy,35,33,15
25431,1,21,2,AA,N113AN,SFO,60,415,2586,1080,1140,1315,31,8 ,38,NW,12,0,30.45,Mostly Cloudy,37,33,28
25472,1,21,2,AA,N101NN,SFO,-3,406,2586,1273,1270,59,30,10,43,N,9,0,30.46,Mostly Cloudy,29,27,21
25475,1,21,2,DL,N721TW,SFO,119,424,2586,1165,1284,1409,30,10,43,N,9,0,30.46,Mostly Cloudy,29,27,17
25478,1,21,2,B6,N991JT,SFO,60,410,2586,1229,1289,19,30,10,43,N,9,0,30.46,Mostly Cloudy,29,27,30
25480,1,21,2,B6,N976JT,SFO,-9,402,2586,1309,1300,91,30,10,43,N,9,0,30.46,Mostly Cloudy,29,27,15
25507,1,22,3,B6,N969JT,SFO,-9,400,2586,397,388,617,23,14,68,VAR,3,0,30.44,Fair,18,18,15
25516,1,22,3,AA,N108NN,SFO,-6,412,2586,420,414,652,26,18,71,N,5,0,30.48,Fair,18,18,21
25519,1,22,3,DL,N707TW,SFO,-2,406,2586,420,418,646,26,18,71,N,5,0,30.48,Fair,18,18,24
25523,1,22,3,AS,N921VA,SFO,-12,411,2586,445,433,676,26,18,71,N,5,0,30.48,Fair,39,36,20
25564,1,22,3,DL,N710TW,SFO,-4,414,2586,509,505,743,29,19,67,ENE,3,0,30.49,Fair,45,16,40
25576,1,22,3,B6,N929JB,SFO,-4,414,2586,540,536,774,32,17,54,NW,3,0,30.49,Fair,45,16,24
25593,1,22,3,B6,N981JT,SFO,-10,411,2586,599,589,830,32,17,54,NW,3,0,30.49,Fair,37,14,11
25599,1,22,3,AA,N116AN,SFO,-5,408,2586,629,624,857,32,18,56,W,3,0,30.49,Fair,18,21,21
25616,1,22,3,AS,N294AK,SFO,-6,410,2586,690,684,920,34,18,52,W,6,0,30.47,Fair,27,17,19
25617,1,22,3,DL,N704X,SFO,106,411,2586,580,686,811,34,18,52,W,6,0,30.47,Fair,27,17,35
25621,1,22,3,DL,N155DL,SFO,7,408,2586,690,697,918,34,18,52,W,6,0,30.47,Fair,27,17,18
25630,1,22,3,B6,N962JT,SFO,-6,409,2586,740,734,969,35,19,52,S,8,0,30.44,Fair,22,28,12
25690,1,22,3,B6,N988JT,SFO,-10,414,2586,930,920,1164,36,21,55,SW,8,0,30.42,Fair,31,36,17
25702,1,22,3,DL,N717TW,SFO,-7,415,2586,955,948,1190,36,21,55,SW,8,0,30.42,Fair,31,36,19
25718,1,22,3,AA,N104NN,SFO,13,411,2586,975,988,1206,35,19,52,WSW,9,0,30.42,Fair,28,30,16
25719,1,22,3,AS,N527AS,SFO,-12,419,2586,1000,988,1239,35,19,52,WSW,9,0,30.42,Fair,28,30,20
25728,1,22,3,DL,N703TW,SFO,-7,410,2586,1025,1018,1255,36,18,48,NW,6,0,30.44,Fair,28,30,19
25741,1,22,3,AA,N105NN,SFO,-7,415,2586,1080,1073,1315,35,24,64,CALM,0,0,30.44,Fair,27,27,19
25770,1,22,3,DL,N709TW,SFO,-2,424,2586,1165,1163,1409,32,21,64,CALM,0,0,30.44,Fair,37,35,23
25793,1,22,3,B6,N969JT,SFO,3,410,2586,1229,1232,19,32,21,64,CALM,0,0,30.44,Fair,28,36,30
25807,1,22,3,AA,N108NN,SFO,0,406,2586,1273,1273,59,33,23,66,CALM,0,0,30.44,Fair,29,27,18
25815,1,22,3,B6,N976JT,SFO,-12,402,2586,1309,1297,91,33,23,66,CALM,0,0,30.44,Fair,29,27,17
25841,1,23,4,B6,N967JT,SFO,-10,400,2586,397,387,617,27,23,85,WSW,8,0,30.41,Mostly Cloudy,18,21,14
25850,1,23,4,AA,N115NN,SFO,-3,412,2586,420,417,652,31,25,79,WSW,7,0,30.42,Mostly Cloudy,18,21,19
25853,1,23,4,DL,N704X,SFO,1,406,2586,420,421,646,31,25,79,WSW,7,0,30.42,Mostly Cloudy,41,37,20
25856,1,23,4,AS,N921VA,SFO,-10,411,2586,445,435,676,31,25,79,WSW,7,0,30.42,Mostly Cloudy,41,37,23
25900,1,23,4,DL,N723TW,SFO,-2,414,2586,509,507,743,36,26,67,WSW,9,0,30.42,Mostly Cloudy,46,18,21
25912,1,23,4,B6,N943JT,SFO,-3,414,2586,540,537,774,38,28,68,SW,9,0,30.43,Mostly Cloudy,46,18,16
25919,1,23,4,AS,N481AS,SFO,-8,410,2586,560,552,790,38,28,68,SW,9,0,30.43,Mostly Cloudy,38,17,35
25925,1,23,4,DL,N707TW,SFO,-6,411,2586,580,574,811,38,28,68,SW,9,0,30.43,Mostly Cloudy,38,17,19
25928,1,23,4,B6,N961JT,SFO,-11,411,2586,599,588,830,38,28,68,SW,9,0,30.43,Mostly Cloudy,38,17,15
25936,1,23,4,AA,N112AN,SFO,-15,408,2586,629,614,857,39,24,55,WSW,10,0,30.43,Mostly Cloudy,22,21,17
25953,1,23,4,AS,N263AK,SFO,-5,410,2586,690,685,920,40,24,53,SW,9,0,30.41,Mostly Cloudy,27,17,21
25955,1,23,4,DL,N727TW,SFO,-5,408,2586,690,685,918,40,24,53,SW,9,0,30.41,Mostly Cloudy,27,17,19
25969,1,23,4,B6,N987JT,SFO,-8,409,2586,740,732,969,42,23,47,WSW,7,0,30.37,Cloudy,18,30,25
26028,1,23,4,B6,N937JB,SFO,-10,414,2586,930,920,1164,42,27,55,SSW,5,0,30.33,Cloudy,30,39,21
26038,1,23,4,DL,N711ZX,SFO,-2,415,2586,955,953,1190,39,26,60,SW,6,0,30.34,Cloudy,30,39,17
26045,1,23,4,AA,N107NN,SFO,-11,411,2586,975,964,1206,39,26,60,SW,6,0,30.34,Cloudy,30,30,20
26055,1,23,4,AS,N491AS,SFO,-6,419,2586,1000,994,1239,39,26,60,SW,6,0,30.34,Cloudy,30,30,16
26068,1,23,4,DL,N718TW,SFO,-3,410,2586,1025,1022,1255,40,25,55,S,5,0,30.36,Cloudy,31,27,18
26079,1,23,4,AA,N103NN,SFO,-5,415,2586,1080,1075,1315,39,30,70,SSW,8,0,30.37,Cloudy,31,27,17
26112,1,23,4,DL,N722TW,SFO,-2,424,2586,1165,1163,1409,39,31,73,S,5,0,30.37,Cloudy,40,32,15
26133,1,23,4,B6,N980JT,SFO,-6,410,2586,1229,1223,19,39,31,73,S,5,0,30.37,Cloudy,30,39,13
26149,1,23,4,AA,N115NN,SFO,-4,406,2586,1273,1269,59,38,32,79,SSW,7,0,30.37,Mostly Cloudy,34,31,20
26159,1,23,4,B6,N981JT,SFO,-10,402,2586,1309,1299,91,38,32,79,SSW,7,0,30.37,Mostly Cloudy,34,31,13
26187,1,24,5,B6,N982JB,SFO,-9,400,2586,397,388,617,33,31,92,CALM,0,0,30.35,Partly Cloudy,18,23,27
26191,1,24,5,AA,N111ZM,SFO,-5,412,2586,420,415,652,34,33,96,NNE,3,0,30.38,Partly Cloudy,18,23,15
26197,1,24,5,AS,N923VA,SFO,-16,411,2586,445,429,676,34,33,96,NNE,3,0,30.38,Partly Cloudy,40,36,21
26236,1,24,5,DL,N717TW,SFO,-4,414,2586,509,505,743,38,34,86,ENE,5,0,30.38,Mostly Cloudy,47,18,16
26246,1,24,5,B6,N943JT,SFO,-6,414,2586,540,534,774,45,30,56,NE,5,0,30.39,Partly Cloudy,47,18,22
26256,1,24,5,AS,N520AS,SFO,-4,410,2586,560,556,790,45,30,56,NE,5,0,30.39,Partly Cloudy,39,16,26
26263,1,24,5,DL,N727TW,SFO,4,411,2586,580,584,811,45,30,56,NE,5,0,30.39,Partly Cloudy,39,16,19
26266,1,24,5,B6,N989JT,SFO,-11,411,2586,599,588,830,45,30,56,NE,5,0,30.39,Partly Cloudy,39,16,23
26273,1,24,5,AA,N106NN,SFO,-8,408,2586,629,621,857,48,25,41,ENE,5,0,30.39,Fair,19,21,23
26286,1,24,5,AS,N481AS,SFO,-12,410,2586,690,678,920,51,18,27,E,6,0,30.36,Partly Cloudy,27,17,33
26293,1,24,5,DL,N710TW,SFO,-4,408,2586,690,686,918,51,18,27,E,6,0,30.36,Partly Cloudy,27,17,21
26306,1,24,5,B6,N988JT,SFO,-11,409,2586,740,729,969,52,25,35,SE,6,0,30.34,Mostly Cloudy,18,29,15
26362,1,24,5,B6,N934JB,SFO,-7,414,2586,930,923,1164,47,27,46,ESE,8,0,30.3,Mostly Cloudy,31,38,24
26376,1,24,5,DL,N705TW,SFO,-4,415,2586,955,951,1190,44,27,51,E,13,0,30.3,Mostly Cloudy,31,38,12
26383,1,24,5,AA,N107NN,SFO,-8,411,2586,975,967,1206,44,27,51,E,13,0,30.3,Mostly Cloudy,31,32,16
26394,1,24,5,AS,N584AS,SFO,-7,419,2586,1000,993,1239,44,27,51,E,13,0,30.3,Mostly Cloudy,31,32,28
26403,1,24,5,DL,N703TW,SFO,-3,410,2586,1025,1022,1255,42,31,65,E,8,0,30.31,Mostly Cloudy,29,27,16
26418,1,24,5,AA,N101NN,SFO,-5,415,2586,1080,1075,1315,40,35,83,ENE,9,0,30.31,Mostly Cloudy,29,27,15
26446,1,24,5,DL,N706TW,SFO,-6,424,2586,1165,1159,1409,40,35,83,ENE,9,0,30.31,Mostly Cloudy,40,31,21
26470,1,24,5,B6,N946JL,SFO,-7,410,2586,1229,1222,19,40,31,70,ENE,8,0,30.3,Mostly Cloudy,30,37,23
26488,1,24,5,AA,N111ZM,SFO,-4,406,2586,1273,1269,59,39,31,73,ENE,8,0,30.3,Mostly Cloudy,31,28,16
26496,1,24,5,B6,N961JT,SFO,-10,402,2586,1309,1299,91,39,31,73,ENE,8,0,30.3,Mostly Cloudy,31,28,18
26529,1,25,6,AA,N103NN,SFO,-4,412,2586,420,416,652,41,40,96,ENE,15,0,30.09,Cloudy,13,19,17
26533,1,25,6,AS,N924VA,SFO,-16,411,2586,445,429,676,41,40,96,ENE,15,0,30.09,Cloudy,36,32,23
26572,1,25,6,DL,N711ZX,SFO,-4,410,2586,509,505,739,41,41,10,ENE,18,0,30.07,Cloudy,44,16,25
26585,1,25,6,B6,N968JT,SFO,8,414,2586,540,548,774,43,43,10,ENE,18,28,30.03,Light Rain,43,13,33
26586,1,25,6,AS,N282AK,SFO,-10,410,2586,560,550,790,43,43,10,ENE,18,28,30.03,Light Rain,43,13,38
26599,1,25,6,B6,N947JB,SFO,-7,411,2586,599,592,830,44,44,10,ENE,20,30,30.0,Cloudy,43,13,38
26601,1,25,6,AA,N112AN,SFO,-9,408,2586,630,621,858,45,45,10,E,21,33,29.98,Light Rain / Windy,15,22,19
26610,1,25,6,AS,N442AS,SFO,-18,410,2586,690,672,920,45,45,10,E,30,40,29.89,Light Rain / Windy,31,16,33
26623,1,25,6,DL,N718TW,SFO,24,406,2586,685,709,911,45,45,10,E,30,40,29.89,Light Rain / Windy,31,16,35
26629,1,25,6,B6,N946JL,SFO,-6,409,2586,740,734,969,47,47,10,E,31,44,29.83,Light Rain / Windy,17,26,23
26665,1,25,6,B6,N977JE,SFO,-6,414,2586,930,924,1164,49,49,10,E,17,0,29.75,Light Rain,30,34,19
26673,1,25,6,AA,N102NN,SFO,-4,411,2586,975,971,1206,50,50,10,E,10,0,29.73,Light Rain,24,27,26
26685,1,25,6,DL,N713TW,SFO,60,410,2586,955,1015,1185,49,49,10,SW,10,0,29.74,Cloudy,24,27,21
26727,1,25,6,AS,N275AK,SFO,172,419,2586,1000,1172,1239,47,47,10,SW,17,0,29.75,Mostly Cloudy,41,34,38
26755,1,25,6,B6,N937JB,SFO,30,410,2586,1229,1259,19,46,44,93,W,15,0,29.77,Cloudy,28,39,22
26801,1,26,7,B6,N978JB,SFO,4,400,2586,397,401,617,37,36,96,WSW,9,0,29.8,Fair,18,22,17
26809,1,26,7,DL,N704X,SFO,-4,406,2586,420,416,646,38,36,93,WSW,12,0,29.83,Fair,18,22,29
26810,1,26,7,AA,N107NN,SFO,-4,412,2586,420,416,652,38,36,93,WSW,12,0,29.83,Fair,18,22,18
26813,1,26,7,AS,N922VA,SFO,-10,411,2586,445,435,676,38,36,93,WSW,12,0,29.83,Fair,37,35,14
26852,1,26,7,DL,N706TW,SFO,-3,414,2586,509,506,743,40,35,83,W,13,0,29.83,Mostly Cloudy,47,17,21
26862,1,26,7,B6,N962JT,SFO,-8,414,2586,540,532,774,41,36,82,WSW,15,0,29.82,Mostly Cloudy,47,17,20
26880,1,26,7,DL,N703TW,SFO,-4,411,2586,580,576,811,41,36,82,WSW,15,0,29.82,Mostly Cloudy,39,17,28
26888,1,26,7,B6,N968JT,SFO,5,411,2586,599,604,830,44,35,71,W,15,0,29.82,Partly Cloudy,20,21,15
26889,1,26,7,AA,N108NN,SFO,-6,408,2586,629,623,857,44,35,71,W,15,0,29.82,Partly Cloudy,20,21,19
26906,1,26,7,AS,N491AS,SFO,-6,410,2586,690,684,920,45,34,65,W,17,0,29.79,Mostly Cloudy,28,18,15
26909,1,26,7,DL,N727TW,SFO,-4,408,2586,690,686,918,45,34,65,W,17,0,29.79,Mostly Cloudy,28,18,15
26921,1,26,7,B6,N961JT,SFO,-4,409,2586,740,736,969,47,30,52,WNW,15,23,29.77,Mostly Cloudy,19,30,19
26976,1,26,7,B6,N980JT,SFO,-9,414,2586,930,921,1164,45,30,56,W,13,0,29.76,Mostly Cloudy,29,39,24
26993,1,26,7,DL,N717TW,SFO,2,415,2586,955,957,1190,44,32,63,WSW,10,0,29.77,Mostly Cloudy,29,39,20
26998,1,26,7,AA,N103NN,SFO,0,411,2586,975,975,1206,44,32,63,WSW,10,0,29.77,Mostly Cloudy,30,31,19
27008,1,26,7,AS,N528AS,SFO,-8,419,2586,1000,992,1239,44,32,63,WSW,10,0,29.77,Mostly Cloudy,30,31,22
27019,1,26,7,DL,N709TW,SFO,-2,410,2586,1025,1023,1255,44,30,58,W,13,0,29.78,Mostly Cloudy,30,28,10
27032,1,26,7,AA,N106NN,SFO,-1,415,2586,1080,1079,1315,44,29,55,W,16,0,29.79,Mostly Cloudy,30,28,24
27080,1,26,7,B6,N923JB,SFO,-8,410,2586,1229,1221,19,42,29,60,W,15,24,29.81,Mostly Cloudy,30,39,19
27095,1,26,7,AA,N107NN,SFO,-5,406,2586,1273,1268,59,41,29,62,W,16,0,29.81,Partly Cloudy,32,31,26
27106,1,26,7,B6,N947JB,SFO,-7,402,2586,1309,1302,91,41,29,62,W,16,0,29.81,Partly Cloudy,32,31,14
27134,1,27,1,B6,N943JT,SFO,-9,400,2586,397,388,617,38,30,73,WSW,15,0,29.71,Cloudy,18,22,22
27139,1,27,1,AA,N101NN,SFO,-7,412,2586,420,413,652,38,31,76,WSW,14,0,29.71,Mostly Cloudy,18,22,27
27147,1,27,1,DL,N713TW,SFO,5,406,2586,420,425,646,38,31,76,WSW,14,0,29.71,Mostly Cloudy,41,35,21
27148,1,27,1,AS,N929VA,SFO,-15,411,2586,445,430,676,38,31,76,WSW,14,0,29.71,Mostly Cloudy,41,35,35
27188,1,27,1,DL,N197DN,SFO,-5,415,2586,495,490,730,40,31,70,W,17,0,29.72,Mostly Cloudy,45,18,21
27204,1,27,1,B6,N934JB,SFO,-9,414,2586,540,531,774,40,32,73,WSW,16,0,29.72,Mostly Cloudy,45,18,16
27215,1,27,1,AS,N275AK,SFO,-10,410,2586,560,550,790,40,32,73,WSW,16,0,29.72,Mostly Cloudy,41,18,15
27224,1,27,1,DL,N703TW,SFO,-3,411,2586,580,577,811,40,32,73,WSW,16,0,29.72,Mostly Cloudy,41,18,22
27227,1,27,1,B6,N946JL,SFO,-12,411,2586,599,587,830,40,32,73,WSW,16,0,29.72,Mostly Cloudy,41,18,20
27234,1,27,1,AA,N116AN,SFO,-8,408,2586,629,621,857,42,32,67,WSW,17,0,29.72,Mostly Cloudy,20,22,13
27252,1,27,1,DL,N704X,SFO,-6,408,2586,690,684,918,42,32,67,WSW,16,0,29.7,Cloudy,30,18,22
27261,1,27,1,AS,N468AS,SFO,22,410,2586,690,712,920,44,32,63,WSW,16,0,29.67,Mostly Cloudy,30,18,19
27266,1,27,1,B6,N969JT,SFO,-8,409,2586,740,732,969,44,32,63,WSW,16,0,29.67,Mostly Cloudy,20,30,13
27347,1,27,1,DL,N707TW,SFO,17,415,2586,955,972,1190,44,29,55,W,14,0,29.68,Mostly Cloudy,29,33,25
27354,1,27,1,AA,N113AN,SFO,17,411,2586,975,992,1206,44,29,55,W,14,0,29.68,Mostly Cloudy,29,33,23
27364,1,27,1,AS,N517AS,SFO,22,419,2586,1000,1022,1239,44,29,55,NW,15,0,29.7,Mostly Cloudy,31,28,37
27368,1,27,1,DL,N723TW,SFO,11,410,2586,1025,1036,1255,44,29,55,NW,15,0,29.7,Mostly Cloudy,31,28,34
27385,1,27,1,AA,N104NN,SFO,23,415,2586,1080,1103,1315,44,27,51,WNW,12,0,29.71,Mostly Cloudy,39,36,28
27405,1,27,1,DL,N727TW,SFO,-9,424,2586,1165,1156,1409,44,27,51,WNW,12,0,29.71,Mostly Cloudy,40,33,27
27431,1,27,1,B6,N981JT,SFO,-9,410,2586,1229,1220,19,43,28,56,WNW,14,0,29.73,Cloudy,29,36,17
27448,1,27,1,AA,N101NN,SFO,-5,406,2586,1273,1268,59,43,28,56,NW,13,0,29.73,Cloudy,30,27,22
27455,1,27,1,B6,N943JT,SFO,-7,402,2586,1309,1302,91,43,28,56,NW,13,0,29.73,Cloudy,30,27,17
27485,1,28,2,B6,N978JB,SFO,-11,400,2586,397,386,617,38,27,65,WNW,18,0,29.77,Cloudy,19,19,13
27493,1,28,2,AA,N105NN,SFO,-3,412,2586,420,417,652,39,27,62,NW,21,25,29.8,Mostly Cloudy / Windy,19,19,23
27495,1,28,2,DL,N703TW,SFO,-2,406,2586,420,418,646,39,27,62,NW,21,25,29.8,Mostly Cloudy / Windy,19,19,25
27498,1,28,2,AS,N928VA,SFO,-12,411,2586,445,433,676,39,27,62,NW,21,25,29.8,Mostly Cloudy / Windy,37,37,24
27541,1,28,2,DL,N717TW,SFO,-4,414,2586,509,505,743,39,27,62,NW,17,0,29.82,Mostly Cloudy,41,15,15
27549,1,28,2,B6,N980JT,SFO,-7,414,2586,540,533,774,41,28,60,NW,17,0,29.82,Mostly Cloudy,41,15,13
27567,1,28,2,DL,N718TW,SFO,-5,411,2586,580,575,811,41,28,60,NW,17,0,29.82,Mostly Cloudy,35,16,20
27572,1,28,2,B6,N964JT,SFO,-9,411,2586,599,590,830,41,28,60,NW,17,0,29.82,Mostly Cloudy,35,16,18
27575,1,28,2,AA,N110AN,SFO,-4,408,2586,629,625,857,43,28,56,NW,17,0,29.82,Mostly Cloudy,17,21,17
27593,1,28,2,AS,N214AK,SFO,-5,410,2586,690,685,920,44,28,53,NW,20,0,29.81,Mostly Cloudy,26,16,23
27594,1,28,2,DL,N705TW,SFO,-4,408,2586,690,686,918,44,28,53,NW,20,0,29.81,Mostly Cloudy,26,16,21
27606,1,28,2,B6,N983JT,SFO,-10,409,2586,740,730,969,44,27,51,NW,18,0,29.79,Mostly Cloudy,17,30,11
27665,1,28,2,B6,N968JT,SFO,-8,414,2586,930,922,1164,41,25,53,NW,17,24,29.82,Mostly Cloudy,30,38,15
27677,1,28,2,DL,N727TW,SFO,-3,415,2586,955,952,1190,41,25,53,NW,18,0,29.83,Mostly Cloudy,30,38,20
27684,1,28,2,AA,N111ZM,SFO,-4,411,2586,975,971,1206,41,25,53,NW,18,0,29.83,Mostly Cloudy,28,29,20
27694,1,28,2,AS,N266AK,SFO,-11,419,2586,1000,989,1239,41,25,53,NW,18,0,29.83,Mostly Cloudy,28,29,19
27703,1,28,2,DL,N712TW,SFO,-3,410,2586,1025,1022,1255,40,26,58,NW,18,25,29.86,Mostly Cloudy,26,25,21
27714,1,28,2,AA,N108NN,SFO,-7,415,2586,1080,1073,1315,40,26,58,NW,22,31,29.88,Cloudy / Windy,26,25,19
27741,1,28,2,DL,N624AG,SFO,-3,424,2586,1165,1162,1409,40,27,60,NW,23,30,29.89,Cloudy / Windy,36,31,27
27763,1,28,2,B6,N990JL,SFO,-8,410,2586,1229,1221,19,40,27,60,NW,23,30,29.89,Cloudy / Windy,29,33,17
27777,1,28,2,AA,N105NN,SFO,1,406,2586,1273,1274,59,39,26,60,NNW,22,28,29.9,Cloudy / Windy,28,27,31
27784,1,28,2,B6,N946JL,SFO,-3,402,2586,1309,1306,91,39,26,60,NNW,22,28,29.9,Cloudy / Windy,28,27,17
27812,1,29,3,B6,N985JT,SFO,-4,400,2586,397,393,617,33,19,56,NNW,16,0,29.99,Cloudy,19,17,17
27817,1,29,3,AA,N117AN,SFO,-5,412,2586,420,415,652,33,19,56,NNW,17,0,30.05,Mostly Cloudy,19,17,26
27818,1,29,3,DL,N723TW,SFO,-5,406,2586,420,415,646,33,19,56,NNW,17,0,30.05,Mostly Cloudy,19,17,14
27825,1,29,3,AS,N929VA,SFO,-15,411,2586,445,430,676,33,19,56,NNW,17,0,30.05,Mostly Cloudy,37,36,21
27867,1,29,3,DL,N712TW,SFO,-7,414,2586,509,502,743,34,19,54,N,15,0,30.07,Mostly Cloudy,45,17,14
27886,1,29,3,B6,N993JE,SFO,3,414,2586,540,543,774,35,20,54,N,12,0,30.09,Mostly Cloudy,37,14,14
27897,1,29,3,DL,N709TW,SFO,-4,411,2586,580,576,811,35,20,54,N,12,0,30.09,Mostly Cloudy,37,14,16
27902,1,29,3,B6,N969JT,SFO,-2,411,2586,599,597,830,36,19,50,NNW,14,0,30.09,Partly Cloudy,37,14,19
27906,1,29,3,AA,N103NN,SFO,-5,408,2586,629,624,857,36,19,50,NNW,14,0,30.09,Partly Cloudy,16,21,13
27919,1,29,3,AS,N251AK,SFO,-13,410,2586,690,677,920,37,19,48,N,16,0,30.09,Fair,26,16,26
27926,1,29,3,DL,N707TW,SFO,-4,408,2586,690,686,918,37,19,48,N,16,0,30.09,Fair,26,16,20
27942,1,29,3,B6,N986JB,SFO,8,409,2586,740,748,969,39,18,43,NNW,15,0,30.06,Fair,21,29,21
27996,1,29,3,B6,N980JT,SFO,-12,414,2586,930,918,1164,40,15,36,N,15,24,30.06,Fair,30,36,20
28012,1,29,3,DL,N704X,SFO,-1,415,2586,955,954,1190,38,15,39,N,14,25,30.06,Fair,30,36,27
28021,1,29,3,AA,N112AN,SFO,6,411,2586,975,981,1206,38,15,39,N,14,25,30.06,Fair,29,30,26
28026,1,29,3,AS,N281AK,SFO,-11,419,2586,1000,989,1239,38,15,39,N,14,25,30.06,Fair,29,30,23
28034,1,29,3,DL,N711ZX,SFO,-5,410,2586,1025,1020,1255,37,16,42,N,10,0,30.08,Fair,27,27,12
28046,1,29,3,AA,N107NN,SFO,-6,415,2586,1080,1074,1315,36,17,46,N,10,0,30.11,Fair,27,27,22
28085,1,29,3,DL,N705TW,SFO,14,424,2586,1165,1179,1409,35,16,46,N,13,0,30.14,Fair,38,31,28
28098,1,29,3,B6,N923JB,SFO,-5,410,2586,1229,1224,19,35,16,46,N,13,0,30.14,Fair,26,34,16
28111,1,29,3,AA,N117AN,SFO,0,406,2586,1273,1273,59,34,14,44,N,14,0,30.16,Fair,27,27,19
28118,1,29,3,B6,N964JT,SFO,-9,402,2586,1309,1300,91,34,14,44,N,14,0,30.16,Fair,27,27,14
28147,1,30,4,B6,N934JB,SFO,-9,400,2586,397,388,617,26,16,66,N,10,0,30.25,Fair,19,20,15
28155,1,30,4,AA,N108NN,SFO,-3,412,2586,420,417,652,26,14,60,N,8,0,30.3,Partly Cloudy,19,20,21
28156,1,30,4,DL,N703TW,SFO,-3,406,2586,420,417,646,26,14,60,N,8,0,30.3,Partly Cloudy,19,20,23
28160,1,30,4,AS,N852VA,SFO,-18,411,2586,445,427,676,26,14,60,N,8,0,30.3,Partly Cloudy,41,37,27
28207,1,30,4,DL,N717TW,SFO,-4,414,2586,509,505,743,28,15,58,NNE,12,0,30.31,Partly Cloudy,46,18,16
28215,1,30,4,B6,N968JT,SFO,-7,414,2586,540,533,774,31,16,54,NE,9,0,30.32,Partly Cloudy,46,18,15
28226,1,30,4,AS,N462AS,SFO,-6,410,2586,560,554,790,31,16,54,NE,9,0,30.32,Partly Cloudy,40,17,41
28234,1,30,4,DL,N707TW,SFO,-4,411,2586,580,576,811,31,16,54,NE,9,0,30.32,Partly Cloudy,40,17,23
28236,1,30,4,B6,N993JE,SFO,-11,411,2586,599,588,830,31,16,54,NE,9,0,30.32,Partly Cloudy,40,17,23
28244,1,30,4,AA,N104NN,SFO,-10,408,2586,629,619,857,33,17,52,VAR,5,0,30.35,Partly Cloudy,20,21,18
28273,1,30,4,B6,N980JT,SFO,18,409,2586,740,758,969,35,19,52,CALM,0,0,30.32,Mostly Cloudy,18,30,23
28329,1,30,4,B6,N967JT,SFO,-5,414,2586,930,925,1164,36,25,64,SE,6,0,30.32,Mostly Cloudy,29,39,19
28335,1,30,4,DL,N624AG,SFO,-4,415,2586,955,951,1190,34,25,70,SE,7,0,30.33,Mostly Cloudy,29,39,16
